seed	modeltype	epochs	datasetindex	nsites	true_pos	true_neg	false_pos	false_neg	distance
5	vae	1530	2	2	428	95	405	72	0
5	vae	1530	2	2	496	11	489	4	2
5	vae	1530	2	2	497	8	492	3	3
5	vae	1530	2	2	499	4	496	1	5
5	vae	1530	2	2	499	4	496	1	6
5	vae	1530	2	2	500	1	499	0	8
5	vae	1530	2	2	500	0	500	0	10
6	vae	1130	3	2	296	208	292	204	0
6	vae	1130	3	2	472	45	455	28	2
6	vae	1130	3	2	485	21	479	15	3
6	vae	1130	3	2	498	5	495	2	5
6	vae	1130	3	2	500	1	499	0	6
6	vae	1130	3	2	500	0	500	0	8
6	vae	1130	3	2	500	0	500	0	10
5	vae	1930	4	2	321	178	322	179	0
5	vae	1930	4	2	493	3	497	7	2
5	vae	1930	4	2	500	2	498	0	3
5	vae	1930	4	2	500	2	498	0	5
5	vae	1930	4	2	500	2	498	0	6
5	vae	1930	4	2	500	0	500	0	8
5	vae	1930	4	2	500	0	500	0	10
10	vae	1390	5	2	227	280	220	273	0
10	vae	1390	5	2	406	95	405	94	2
10	vae	1390	5	2	436	65	435	64	3
10	vae	1390	5	2	480	23	477	20	5
10	vae	1390	5	2	488	13	487	12	6
10	vae	1390	5	2	499	3	497	1	8
10	vae	1390	5	2	500	0	500	0	10
8	vae	390	6	2	48	459	41	452	0
8	vae	390	6	2	294	221	279	206	2
8	vae	390	6	2	391	115	385	109	3
8	vae	390	6	2	471	46	454	29	5
8	vae	390	6	2	487	26	474	13	6
8	vae	390	6	2	493	8	492	7	8
8	vae	390	6	2	499	1	499	1	10
15	vae	690	7	2	68	433	67	432	0
15	vae	690	7	2	280	249	251	220	2
15	vae	690	7	2	376	163	337	124	3
15	vae	690	7	2	457	43	457	43	5
15	vae	690	7	2	481	22	478	19	6
15	vae	690	7	2	498	8	492	2	8
15	vae	690	7	2	498	4	496	2	10
11	vae	970	8	2	259	251	249	241	0
11	vae	970	8	2	447	68	432	53	2
11	vae	970	8	2	472	39	461	28	3
11	vae	970	8	2	487	21	479	13	5
11	vae	970	8	2	495	13	487	5	6
11	vae	970	8	2	498	6	494	2	8
11	vae	970	8	2	500	2	498	0	10
9	vae	510	9	2	471	25	475	29	0
9	vae	510	9	2	497	7	493	3	2
9	vae	510	9	2	500	6	494	0	3
9	vae	510	9	2	500	4	496	0	5
9	vae	510	9	2	500	2	498	0	6
9	vae	510	9	2	500	1	499	0	8
9	vae	510	9	2	500	1	499	0	10
9	vae	1350	10	2	246	269	231	254	0
9	vae	1350	10	2	428	70	430	72	2
9	vae	1350	10	2	464	33	467	36	3
9	vae	1350	10	2	494	5	495	6	5
9	vae	1350	10	2	499	0	500	1	6
9	vae	1350	10	2	500	0	500	0	8
9	vae	1350	10	2	500	0	500	0	10
11	vae	350	11	2	241	281	219	259	0
11	vae	350	11	2	395	111	389	105	2
11	vae	350	11	2	448	69	431	52	3
11	vae	350	11	2	488	21	479	12	5
11	vae	350	11	2	493	10	490	7	6
11	vae	350	11	2	498	1	499	2	8
11	vae	350	11	2	500	0	500	0	10
11	vae	1070	12	2	277	218	282	223	0
11	vae	1070	12	2	473	21	479	27	2
11	vae	1070	12	2	486	10	490	14	3
11	vae	1070	12	2	499	2	498	1	5
11	vae	1070	12	2	500	0	500	0	6
11	vae	1070	12	2	500	0	500	0	8
11	vae	1070	12	2	500	0	500	0	10
8	vae	1030	13	2	158	337	163	342	0
8	vae	1030	13	2	367	142	358	133	2
8	vae	1030	13	2	419	83	417	81	3
8	vae	1030	13	2	478	19	481	22	5
8	vae	1030	13	2	486	14	486	14	6
8	vae	1030	13	2	497	4	496	3	8
8	vae	1030	13	2	500	0	500	0	10
9	vae	1730	14	2	262	240	260	238	0
9	vae	1730	14	2	439	42	458	61	2
9	vae	1730	14	2	482	18	482	18	3
9	vae	1730	14	2	498	2	498	2	5
9	vae	1730	14	2	500	2	498	0	6
9	vae	1730	14	2	500	0	500	0	8
9	vae	1730	14	2	500	0	500	0	10
15	vae	1210	15	2	436	46	454	64	0
15	vae	1210	15	2	480	12	488	20	2
15	vae	1210	15	2	490	6	494	10	3
15	vae	1210	15	2	499	0	500	1	5
15	vae	1210	15	2	499	0	500	1	6
15	vae	1210	15	2	499	0	500	1	8
15	vae	1210	15	2	499	0	500	1	10
9	vae	1310	16	2	38	455	45	462	0
9	vae	1310	16	2	250	263	237	250	2
9	vae	1310	16	2	345	175	325	155	3
9	vae	1310	16	2	446	71	429	54	5
9	vae	1310	16	2	471	32	468	29	6
9	vae	1310	16	2	495	2	498	5	8
9	vae	1310	16	2	498	1	499	2	10
2	vae	430	17	2	271	233	267	229	0
2	vae	430	17	2	475	21	479	25	2
2	vae	430	17	2	494	8	492	6	3
2	vae	430	17	2	498	1	499	2	5
2	vae	430	17	2	498	0	500	2	6
2	vae	430	17	2	499	0	500	1	8
2	vae	430	17	2	499	0	500	1	10
13	vae	1930	18	2	212	301	199	288	0
13	vae	1930	18	2	411	74	426	89	2
13	vae	1930	18	2	459	31	469	41	3
13	vae	1930	18	2	493	3	497	7	5
13	vae	1930	18	2	497	2	498	3	6
13	vae	1930	18	2	499	0	500	1	8
13	vae	1930	18	2	499	0	500	1	10
5	vae	1490	19	2	491	5	495	9	0
5	vae	1490	19	2	497	3	497	3	2
5	vae	1490	19	2	499	2	498	1	3
5	vae	1490	19	2	499	2	498	1	5
5	vae	1490	19	2	499	2	498	1	6
5	vae	1490	19	2	500	0	500	0	8
5	vae	1490	19	2	500	0	500	0	10
15	vae	1150	20	2	324	197	303	176	0
15	vae	1150	20	2	493	2	498	7	2
15	vae	1150	20	2	497	1	499	3	3
15	vae	1150	20	2	498	1	499	2	5
15	vae	1150	20	2	500	1	499	0	6
15	vae	1150	20	2	500	1	499	0	8
15	vae	1150	20	2	500	1	499	0	10
4	vae	1270	21	2	365	134	366	135	0
4	vae	1270	21	2	474	23	477	26	2
4	vae	1270	21	2	479	20	480	21	3
4	vae	1270	21	2	484	13	487	16	5
4	vae	1270	21	2	484	11	489	16	6
4	vae	1270	21	2	499	0	500	1	8
4	vae	1270	21	2	499	0	500	1	10
2	vae	350	22	2	441	58	442	59	0
2	vae	350	22	2	499	2	498	1	2
2	vae	350	22	2	499	1	499	1	3
2	vae	350	22	2	500	1	499	0	5
2	vae	350	22	2	500	1	499	0	6
2	vae	350	22	2	500	0	500	0	8
2	vae	350	22	2	500	0	500	0	10
11	vae	1430	23	2	406	102	398	94	0
11	vae	1430	23	2	487	20	480	13	2
11	vae	1430	23	2	491	14	486	9	3
11	vae	1430	23	2	499	1	499	1	5
11	vae	1430	23	2	499	0	500	1	6
11	vae	1430	23	2	500	0	500	0	8
11	vae	1430	23	2	500	0	500	0	10
6	vae	70	24	2	373	147	353	127	0
6	vae	70	24	2	490	21	479	10	2
6	vae	70	24	2	497	2	498	3	3
6	vae	70	24	2	497	1	499	3	5
6	vae	70	24	2	498	0	500	2	6
6	vae	70	24	2	500	0	500	0	8
6	vae	70	24	2	500	0	500	0	10
13	vae	510	25	2	19	479	21	481	0
13	vae	510	25	2	121	397	103	379	2
13	vae	510	25	2	202	342	158	298	3
13	vae	510	25	2	335	198	302	165	5
13	vae	510	25	2	399	142	358	101	6
13	vae	510	25	2	473	39	461	27	8
13	vae	510	25	2	496	7	493	4	10
14	vae	1310	26	2	248	246	254	252	0
14	vae	1310	26	2	397	116	384	103	2
14	vae	1310	26	2	426	85	415	74	3
14	vae	1310	26	2	467	33	467	33	5
14	vae	1310	26	2	483	13	487	17	6
14	vae	1310	26	2	496	1	499	4	8
14	vae	1310	26	2	500	0	500	0	10
10	vae	550	27	2	155	338	162	345	0
10	vae	550	27	2	368	127	373	132	2
10	vae	550	27	2	446	67	433	54	3
10	vae	550	27	2	486	16	484	14	5
10	vae	550	27	2	492	7	493	8	6
10	vae	550	27	2	499	3	497	1	8
10	vae	550	27	2	500	1	499	0	10
13	vae	190	28	2	455	56	444	45	0
13	vae	190	28	2	495	9	491	5	2
13	vae	190	28	2	499	4	496	1	3
13	vae	190	28	2	499	1	499	1	5
13	vae	190	28	2	499	1	499	1	6
13	vae	190	28	2	499	0	500	1	8
13	vae	190	28	2	499	0	500	1	10
15	vae	450	29	2	301	187	313	199	0
15	vae	450	29	2	423	87	413	77	2
15	vae	450	29	2	460	52	448	40	3
15	vae	450	29	2	488	13	487	12	5
15	vae	450	29	2	491	5	495	9	6
15	vae	450	29	2	494	4	496	6	8
15	vae	450	29	2	499	1	499	1	10
9	vae	1010	30	2	224	290	210	276	0
9	vae	1010	30	2	436	89	411	64	2
9	vae	1010	30	2	457	65	435	43	3
9	vae	1010	30	2	495	18	482	5	5
9	vae	1010	30	2	500	5	495	0	6
9	vae	1010	30	2	500	2	498	0	8
9	vae	1010	30	2	500	1	499	0	10
5	vae	1990	1	5	309	175	325	191	0
5	vae	1990	1	5	476	29	471	24	2
5	vae	1990	1	5	490	12	488	10	3
5	vae	1990	1	5	498	8	492	2	5
5	vae	1990	1	5	499	5	495	1	6
5	vae	1990	1	5	499	3	497	1	8
5	vae	1990	1	5	500	1	499	0	10
6	vae	1970	2	5	406	109	391	94	0
6	vae	1970	2	5	487	19	481	13	2
6	vae	1970	2	5	497	6	494	3	3
6	vae	1970	2	5	499	4	496	1	5
6	vae	1970	2	5	499	4	496	1	6
6	vae	1970	2	5	499	4	496	1	8
6	vae	1970	2	5	499	1	499	1	10
15	vae	1050	3	5	305	210	290	195	0
15	vae	1050	3	5	467	43	457	33	2
15	vae	1050	3	5	492	21	479	8	3
15	vae	1050	3	5	500	2	498	0	5
15	vae	1050	3	5	500	0	500	0	6
15	vae	1050	3	5	500	0	500	0	8
15	vae	1050	3	5	500	0	500	0	10
12	vae	150	4	5	359	138	362	141	0
12	vae	150	4	5	499	3	497	1	2
12	vae	150	4	5	500	2	498	0	3
12	vae	150	4	5	500	2	498	0	5
12	vae	150	4	5	500	2	498	0	6
12	vae	150	4	5	500	0	500	0	8
12	vae	150	4	5	500	0	500	0	10
7	vae	390	5	5	193	312	188	307	0
7	vae	390	5	5	400	106	394	100	2
7	vae	390	5	5	440	63	437	60	3
7	vae	390	5	5	478	13	487	22	5
7	vae	390	5	5	492	8	492	8	6
7	vae	390	5	5	499	1	499	1	8
7	vae	390	5	5	500	0	500	0	10
7	vae	950	6	5	73	426	74	427	0
7	vae	950	6	5	323	196	304	177	2
7	vae	950	6	5	404	117	383	96	3
7	vae	950	6	5	470	47	453	30	5
7	vae	950	6	5	487	20	480	13	6
7	vae	950	6	5	494	9	491	6	8
7	vae	950	6	5	498	0	500	2	10
15	vae	970	7	5	92	412	88	408	0
15	vae	970	7	5	306	198	302	194	2
15	vae	970	7	5	395	122	378	105	3
15	vae	970	7	5	469	38	462	31	5
15	vae	970	7	5	480	23	477	20	6
15	vae	970	7	5	495	16	484	5	8
15	vae	970	7	5	500	1	499	0	10
7	vae	1330	8	5	289	220	280	211	0
7	vae	1330	8	5	461	65	435	39	2
7	vae	1330	8	5	476	44	456	24	3
7	vae	1330	8	5	487	23	477	13	5
7	vae	1330	8	5	493	11	489	7	6
7	vae	1330	8	5	498	4	496	2	8
7	vae	1330	8	5	500	1	499	0	10
2	vae	1050	9	5	475	15	485	25	0
2	vae	1050	9	5	500	6	494	0	2
2	vae	1050	9	5	500	6	494	0	3
2	vae	1050	9	5	500	4	496	0	5
2	vae	1050	9	5	500	3	497	0	6
2	vae	1050	9	5	500	1	499	0	8
2	vae	1050	9	5	500	1	499	0	10
15	vae	1310	10	5	293	227	273	207	0
15	vae	1310	10	5	450	50	450	50	2
15	vae	1310	10	5	482	23	477	18	3
15	vae	1310	10	5	497	2	498	3	5
15	vae	1310	10	5	499	1	499	1	6
15	vae	1310	10	5	500	0	500	0	8
15	vae	1310	10	5	500	0	500	0	10
2	vae	1030	11	5	257	268	232	243	0
2	vae	1030	11	5	418	94	406	82	2
2	vae	1030	11	5	452	59	441	48	3
2	vae	1030	11	5	493	17	483	7	5
2	vae	1030	11	5	497	8	492	3	6
2	vae	1030	11	5	500	0	500	0	8
2	vae	1030	11	5	500	0	500	0	10
9	vae	1470	12	5	276	197	303	224	0
9	vae	1470	12	5	465	23	477	35	2
9	vae	1470	12	5	483	13	487	17	3
9	vae	1470	12	5	497	3	497	3	5
9	vae	1470	12	5	499	0	500	1	6
9	vae	1470	12	5	500	0	500	0	8
9	vae	1470	12	5	500	0	500	0	10
12	vae	1890	13	5	179	331	169	321	0
12	vae	1890	13	5	342	172	328	158	2
12	vae	1890	13	5	398	121	379	102	3
12	vae	1890	13	5	472	33	467	28	5
12	vae	1890	13	5	486	14	486	14	6
12	vae	1890	13	5	499	2	498	1	8
12	vae	1890	13	5	500	0	500	0	10
13	vae	330	14	5	243	228	272	257	0
13	vae	330	14	5	435	41	459	65	2
13	vae	330	14	5	475	21	479	25	3
13	vae	330	14	5	500	1	499	0	5
13	vae	330	14	5	500	1	499	0	6
13	vae	330	14	5	500	0	500	0	8
13	vae	330	14	5	500	0	500	0	10
10	vae	90	15	5	415	71	429	85	0
10	vae	90	15	5	482	5	495	18	2
10	vae	90	15	5	495	3	497	5	3
10	vae	90	15	5	499	2	498	1	5
10	vae	90	15	5	499	0	500	1	6
10	vae	90	15	5	499	0	500	1	8
10	vae	90	15	5	499	0	500	1	10
10	vae	1250	16	5	54	446	54	446	0
10	vae	1250	16	5	258	236	264	242	2
10	vae	1250	16	5	360	152	348	140	3
10	vae	1250	16	5	456	53	447	44	5
10	vae	1250	16	5	480	22	478	20	6
10	vae	1250	16	5	497	5	495	3	8
10	vae	1250	16	5	499	0	500	1	10
10	vae	1310	17	5	353	154	346	147	0
10	vae	1310	17	5	482	14	486	18	2
10	vae	1310	17	5	497	2	498	3	3
10	vae	1310	17	5	498	0	500	2	5
10	vae	1310	17	5	498	0	500	2	6
10	vae	1310	17	5	500	0	500	0	8
10	vae	1310	17	5	500	0	500	0	10
10	vae	570	18	5	258	261	239	242	0
10	vae	570	18	5	433	54	446	67	2
10	vae	570	18	5	472	24	476	28	3
10	vae	570	18	5	494	1	499	6	5
10	vae	570	18	5	497	1	499	3	6
10	vae	570	18	5	497	1	499	3	8
10	vae	570	18	5	499	0	500	1	10
11	vae	1250	19	5	485	12	488	15	0
11	vae	1250	19	5	498	3	497	2	2
11	vae	1250	19	5	500	2	498	0	3
11	vae	1250	19	5	500	2	498	0	5
11	vae	1250	19	5	500	2	498	0	6
11	vae	1250	19	5	500	0	500	0	8
11	vae	1250	19	5	500	0	500	0	10
1	vae	1630	20	5	375	147	353	125	0
1	vae	1630	20	5	495	1	499	5	2
1	vae	1630	20	5	499	1	499	1	3
1	vae	1630	20	5	499	1	499	1	5
1	vae	1630	20	5	500	1	499	0	6
1	vae	1630	20	5	500	1	499	0	8
1	vae	1630	20	5	500	1	499	0	10
2	vae	1710	21	5	379	125	375	121	0
2	vae	1710	21	5	481	16	484	19	2
2	vae	1710	21	5	495	8	492	5	3
2	vae	1710	21	5	499	1	499	1	5
2	vae	1710	21	5	499	0	500	1	6
2	vae	1710	21	5	499	0	500	1	8
2	vae	1710	21	5	499	0	500	1	10
6	vae	1410	22	5	450	45	455	50	0
6	vae	1410	22	5	500	1	499	0	2
6	vae	1410	22	5	500	0	500	0	3
6	vae	1410	22	5	500	0	500	0	5
6	vae	1410	22	5	500	0	500	0	6
6	vae	1410	22	5	500	0	500	0	8
6	vae	1410	22	5	500	0	500	0	10
14	vae	1010	23	5	428	81	419	72	0
14	vae	1010	23	5	488	20	480	12	2
14	vae	1010	23	5	492	10	490	8	3
14	vae	1010	23	5	500	1	499	0	5
14	vae	1010	23	5	500	1	499	0	6
14	vae	1010	23	5	500	0	500	0	8
14	vae	1010	23	5	500	0	500	0	10
8	vae	1750	24	5	391	120	380	109	0
8	vae	1750	24	5	495	10	490	5	2
8	vae	1750	24	5	498	0	500	2	3
8	vae	1750	24	5	498	0	500	2	5
8	vae	1750	24	5	498	0	500	2	6
8	vae	1750	24	5	500	0	500	0	8
8	vae	1750	24	5	500	0	500	0	10
6	vae	1790	25	5	19	478	22	481	0
6	vae	1790	25	5	115	406	94	385	2
6	vae	1790	25	5	178	355	145	322	3
6	vae	1790	25	5	354	222	278	146	5
6	vae	1790	25	5	419	125	375	81	6
6	vae	1790	25	5	487	26	474	13	8
6	vae	1790	25	5	498	5	495	2	10
3	vae	1070	26	5	231	282	218	269	0
3	vae	1070	26	5	402	115	385	98	2
3	vae	1070	26	5	424	83	417	76	3
3	vae	1070	26	5	477	25	475	23	5
3	vae	1070	26	5	482	14	486	18	6
3	vae	1070	26	5	492	3	497	8	8
3	vae	1070	26	5	498	0	500	2	10
11	vae	870	27	5	175	318	182	325	0
11	vae	870	27	5	393	110	390	107	2
11	vae	870	27	5	441	67	433	59	3
11	vae	870	27	5	485	18	482	15	5
11	vae	870	27	5	492	9	491	8	6
11	vae	870	27	5	497	2	498	3	8
11	vae	870	27	5	500	0	500	0	10
14	vae	230	28	5	473	37	463	27	0
14	vae	230	28	5	494	4	496	6	2
14	vae	230	28	5	499	1	499	1	3
14	vae	230	28	5	500	1	499	0	5
14	vae	230	28	5	500	1	499	0	6
14	vae	230	28	5	500	0	500	0	8
14	vae	230	28	5	500	0	500	0	10
13	vae	1290	29	5	333	160	340	167	0
13	vae	1290	29	5	426	74	426	74	2
13	vae	1290	29	5	465	36	464	35	3
13	vae	1290	29	5	491	9	491	9	5
13	vae	1290	29	5	493	6	494	7	6
13	vae	1290	29	5	500	1	499	0	8
13	vae	1290	29	5	500	0	500	0	10
11	vae	690	30	5	227	287	213	273	0
11	vae	690	30	5	415	106	394	85	2
11	vae	690	30	5	456	62	438	44	3
11	vae	690	30	5	482	20	480	18	5
11	vae	690	30	5	489	18	482	11	6
11	vae	690	30	5	500	2	498	0	8
11	vae	690	30	5	500	0	500	0	10
4	vae	1330	1	20	387	113	387	113	0
4	vae	1330	1	20	494	17	483	6	2
4	vae	1330	1	20	498	13	487	2	3
4	vae	1330	1	20	500	4	496	0	5
4	vae	1330	1	20	500	4	496	0	6
4	vae	1330	1	20	500	2	498	0	8
4	vae	1330	1	20	500	0	500	0	10
10	vae	270	2	20	439	75	425	61	0
10	vae	270	2	20	493	15	485	7	2
10	vae	270	2	20	497	8	492	3	3
10	vae	270	2	20	500	2	498	0	5
10	vae	270	2	20	500	2	498	0	6
10	vae	270	2	20	500	1	499	0	8
10	vae	270	2	20	500	0	500	0	10
14	vae	1870	3	20	358	159	341	142	0
14	vae	1870	3	20	489	24	476	11	2
14	vae	1870	3	20	497	11	489	3	3
14	vae	1870	3	20	499	1	499	1	5
14	vae	1870	3	20	500	0	500	0	6
14	vae	1870	3	20	500	0	500	0	8
14	vae	1870	3	20	500	0	500	0	10
8	vae	850	4	20	416	94	406	84	0
8	vae	850	4	20	496	3	497	4	2
8	vae	850	4	20	500	2	498	0	3
8	vae	850	4	20	500	2	498	0	5
8	vae	850	4	20	500	2	498	0	6
8	vae	850	4	20	500	1	499	0	8
8	vae	850	4	20	500	0	500	0	10
7	vae	810	5	20	250	263	237	250	0
7	vae	810	5	20	411	84	416	89	2
7	vae	810	5	20	453	50	450	47	3
7	vae	810	5	20	484	16	484	16	5
7	vae	810	5	20	494	6	494	6	6
7	vae	810	5	20	497	0	500	3	8
7	vae	810	5	20	500	0	500	0	10
4	vae	1330	6	20	104	421	79	396	0
4	vae	1330	6	20	374	169	331	126	2
4	vae	1330	6	20	445	80	420	55	3
4	vae	1330	6	20	489	24	476	11	5
4	vae	1330	6	20	493	12	488	7	6
4	vae	1330	6	20	499	3	497	1	8
4	vae	1330	6	20	500	0	500	0	10
3	vae	270	7	20	83	415	85	417	0
3	vae	270	7	20	300	229	271	200	2
3	vae	270	7	20	378	160	340	122	3
3	vae	270	7	20	470	39	461	30	5
3	vae	270	7	20	479	32	468	21	6
3	vae	270	7	20	494	9	491	6	8
3	vae	270	7	20	500	2	498	0	10
14	vae	1230	8	20	310	218	282	190	0
14	vae	1230	8	20	451	64	436	49	2
14	vae	1230	8	20	472	39	461	28	3
14	vae	1230	8	20	491	15	485	9	5
14	vae	1230	8	20	495	11	489	5	6
14	vae	1230	8	20	499	6	494	1	8
14	vae	1230	8	20	499	1	499	1	10
11	vae	1470	9	20	485	14	486	15	0
11	vae	1470	9	20	500	6	494	0	2
11	vae	1470	9	20	500	6	494	0	3
11	vae	1470	9	20	500	3	497	0	5
11	vae	1470	9	20	500	1	499	0	6
11	vae	1470	9	20	500	1	499	0	8
11	vae	1470	9	20	500	1	499	0	10
12	vae	90	10	20	337	161	339	163	0
12	vae	90	10	20	463	41	459	37	2
12	vae	90	10	20	487	16	484	13	3
12	vae	90	10	20	499	0	500	1	5
12	vae	90	10	20	500	0	500	0	6
12	vae	90	10	20	500	0	500	0	8
12	vae	90	10	20	500	0	500	0	10
4	vae	1010	11	20	273	256	244	227	0
4	vae	1010	11	20	436	77	423	64	2
4	vae	1010	11	20	469	47	453	31	3
4	vae	1010	11	20	494	12	488	6	5
4	vae	1010	11	20	497	8	492	3	6
4	vae	1010	11	20	499	0	500	1	8
4	vae	1010	11	20	500	0	500	0	10
13	vae	710	12	20	352	139	361	148	0
13	vae	710	12	20	483	23	477	17	2
13	vae	710	12	20	494	8	492	6	3
13	vae	710	12	20	500	1	499	0	5
13	vae	710	12	20	500	0	500	0	6
13	vae	710	12	20	500	0	500	0	8
13	vae	710	12	20	500	0	500	0	10
14	vae	1490	13	20	162	341	159	338	0
14	vae	1490	13	20	362	168	332	138	2
14	vae	1490	13	20	414	117	383	86	3
14	vae	1490	13	20	473	40	460	27	5
14	vae	1490	13	20	486	21	479	14	6
14	vae	1490	13	20	498	4	496	2	8
14	vae	1490	13	20	500	0	500	0	10
5	vae	230	14	20	216	267	233	284	0
5	vae	230	14	20	439	51	449	61	2
5	vae	230	14	20	483	16	484	17	3
5	vae	230	14	20	498	3	497	2	5
5	vae	230	14	20	499	3	497	1	6
5	vae	230	14	20	500	0	500	0	8
5	vae	230	14	20	500	0	500	0	10
4	vae	470	15	20	466	25	475	34	0
4	vae	470	15	20	497	10	490	3	2
4	vae	470	15	20	497	5	495	3	3
4	vae	470	15	20	499	0	500	1	5
4	vae	470	15	20	499	0	500	1	6
4	vae	470	15	20	499	0	500	1	8
4	vae	470	15	20	500	0	500	0	10
7	vae	470	16	20	52	443	57	448	0
7	vae	470	16	20	284	248	252	216	2
7	vae	470	16	20	396	152	348	104	3
7	vae	470	16	20	476	44	456	24	5
7	vae	470	16	20	488	17	483	12	6
7	vae	470	16	20	499	4	496	1	8
7	vae	470	16	20	500	0	500	0	10
7	vae	1010	17	20	397	100	400	103	0
7	vae	1010	17	20	495	4	496	5	2
7	vae	1010	17	20	500	1	499	0	3
7	vae	1010	17	20	500	1	499	0	5
7	vae	1010	17	20	500	1	499	0	6
7	vae	1010	17	20	500	0	500	0	8
7	vae	1010	17	20	500	0	500	0	10
2	vae	1610	18	20	292	224	276	208	0
2	vae	1610	18	20	473	27	473	27	2
2	vae	1610	18	20	492	10	490	8	3
2	vae	1610	18	20	497	1	499	3	5
2	vae	1610	18	20	498	1	499	2	6
2	vae	1610	18	20	499	0	500	1	8
2	vae	1610	18	20	500	0	500	0	10
7	vae	350	19	20	496	7	493	4	0
7	vae	350	19	20	500	3	497	0	2
7	vae	350	19	20	500	2	498	0	3
7	vae	350	19	20	500	2	498	0	5
7	vae	350	19	20	500	2	498	0	6
7	vae	350	19	20	500	0	500	0	8
7	vae	350	19	20	500	0	500	0	10
7	vae	1910	20	20	452	52	448	48	0
7	vae	1910	20	20	496	1	499	4	2
7	vae	1910	20	20	498	1	499	2	3
7	vae	1910	20	20	499	1	499	1	5
7	vae	1910	20	20	500	1	499	0	6
7	vae	1910	20	20	500	1	499	0	8
7	vae	1910	20	20	500	1	499	0	10
11	vae	1950	21	20	415	104	396	85	0
11	vae	1950	21	20	492	5	495	8	2
11	vae	1950	21	20	497	2	498	3	3
11	vae	1950	21	20	500	1	499	0	5
11	vae	1950	21	20	500	0	500	0	6
11	vae	1950	21	20	500	0	500	0	8
11	vae	1950	21	20	500	0	500	0	10
2	vae	670	22	20	437	61	439	63	0
2	vae	670	22	20	500	1	499	0	2
2	vae	670	22	20	500	0	500	0	3
2	vae	670	22	20	500	0	500	0	5
2	vae	670	22	20	500	0	500	0	6
2	vae	670	22	20	500	0	500	0	8
2	vae	670	22	20	500	0	500	0	10
13	vae	1910	23	20	464	51	449	36	0
13	vae	1910	23	20	487	20	480	13	2
13	vae	1910	23	20	489	16	484	11	3
13	vae	1910	23	20	495	6	494	5	5
13	vae	1910	23	20	496	6	494	4	6
13	vae	1910	23	20	498	5	495	2	8
13	vae	1910	23	20	500	0	500	0	10
7	vae	1750	24	20	413	104	396	87	0
7	vae	1750	24	20	475	33	467	25	2
7	vae	1750	24	20	487	20	480	13	3
7	vae	1750	24	20	490	17	483	10	5
7	vae	1750	24	20	490	16	484	10	6
7	vae	1750	24	20	500	0	500	0	8
7	vae	1750	24	20	500	0	500	0	10
12	vae	1810	25	20	30	477	23	470	0
12	vae	1810	25	20	153	383	117	347	2
12	vae	1810	25	20	216	349	151	284	3
12	vae	1810	25	20	342	213	287	158	5
12	vae	1810	25	20	406	147	353	94	6
12	vae	1810	25	20	467	41	459	33	8
12	vae	1810	25	20	495	6	494	5	10
12	vae	1090	26	20	283	243	257	217	0
12	vae	1090	26	20	421	99	401	79	2
12	vae	1090	26	20	468	55	445	32	3
12	vae	1090	26	20	490	8	492	10	5
12	vae	1090	26	20	496	6	494	4	6
12	vae	1090	26	20	500	0	500	0	8
12	vae	1090	26	20	500	0	500	0	10
4	vae	370	27	20	201	313	187	299	0
4	vae	370	27	20	389	113	387	111	2
4	vae	370	27	20	457	49	451	43	3
4	vae	370	27	20	491	9	491	9	5
4	vae	370	27	20	495	2	498	5	6
4	vae	370	27	20	499	0	500	1	8
4	vae	370	27	20	500	0	500	0	10
7	vae	230	28	20	464	46	454	36	0
7	vae	230	28	20	497	2	498	3	2
7	vae	230	28	20	499	1	499	1	3
7	vae	230	28	20	500	1	499	0	5
7	vae	230	28	20	500	1	499	0	6
7	vae	230	28	20	500	0	500	0	8
7	vae	230	28	20	500	0	500	0	10
7	vae	970	29	20	337	159	341	163	0
7	vae	970	29	20	468	54	446	32	2
7	vae	970	29	20	493	16	484	7	3
7	vae	970	29	20	499	7	493	1	5
7	vae	970	29	20	500	4	496	0	6
7	vae	970	29	20	500	0	500	0	8
7	vae	970	29	20	500	0	500	0	10
4	vae	1630	30	20	253	275	225	247	0
4	vae	1630	30	20	443	74	426	57	2
4	vae	1630	30	20	477	40	460	23	3
4	vae	1630	30	20	498	10	490	2	5
4	vae	1630	30	20	500	3	497	0	6
4	vae	1630	30	20	500	0	500	0	8
4	vae	1630	30	20	500	0	500	0	10
15	gan	1970	1	1	129	365	135	371	0
15	gan	1970	1	1	205	302	198	295	2
15	gan	1970	1	1	215	285	215	285	3
15	gan	1970	1	1	237	259	241	263	5
15	gan	1970	1	1	253	245	255	247	6
15	gan	1970	1	1	271	236	264	229	8
15	gan	1970	1	1	327	156	344	173	10
3	gan	1930	2	1	215	298	202	285	0
3	gan	1930	2	1	272	244	256	228	2
3	gan	1930	2	1	285	226	274	215	3
3	gan	1930	2	1	321	188	312	179	5
3	gan	1930	2	1	324	187	313	176	6
3	gan	1930	2	1	325	182	318	175	8
3	gan	1930	2	1	329	181	319	171	10
6	gan	1990	3	1	76	421	79	424	0
6	gan	1990	3	1	261	253	247	239	2
6	gan	1990	3	1	353	138	362	147	3
6	gan	1990	3	1	476	18	482	24	5
6	gan	1990	3	1	483	11	489	17	6
6	gan	1990	3	1	492	3	497	8	8
6	gan	1990	3	1	499	1	499	1	10
7	gan	1890	4	1	87	413	87	413	0
